particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Wire Whisk,PIECE,220,04LE-858,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Wok Small,PIECE,8857.81,04LE-834,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Wooden ladle,PIECE,194.88,OTS-239,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
"Yellow ""caution' Tape",ROLL,3543.12,04LE-838,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock Plastic Packaging @ 100pck,PACK,620.04,LE-278,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock bag 12x16 (100pcs/pack),PACK,304,04LE-841,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock bag 3x4 (100pcs/pack),PACK,149.71,04LE-842,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock bag 4x6 (100pcs/pack),PACK,149.71,04LE-843,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock bag 5x8 (100pcs/pack),PACK,149.71,04LE-844,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock bag 6x12 (100pcs/pack),PACK,257.95,04LE-845,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock bag 9x12 (100pcs/pack),PACK,276.36,04LE-846,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ziplock cellophane (15x19cm),PACK,242,LES-020,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
angle bar 1.5x 1.2,LENGTH,935,TOS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
aqua shoes,PIECE,60.5,S-001,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
chopping boards,PIECE,531.47,04LE-110,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
ear Plug/Muffs,PIECE,805.26,OTS-256,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
fake grass,UNIT,1800,OTS-1125,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
fake grass,PIECE,1800,OTS-1008,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
finger print cards or chart (personnel applicant record cards qty.5),PIECE,1980,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
finger print mounters (finger print card holder),PIECE,1980,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
fingerprint pointers (fixed scriber-ridge counter with retractable tip),PIECE,5533,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
hangers (Set),PIECE,128.84,LS-116,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
hat,PIECE,105,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
kitchen knife (stainless-big),UNIT,363.19,04LE-413,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
kitchen storage holder box drainer tableware plate drying plate drying rack home shelf with lid dinnerware organizer,PIECE,2750,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
knife,PIECE,161.05,AG-155,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
measuring board,PIECE,1000,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
medals/certificate,PIECE,165,OS-600,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
ms 222 (fish anesthesia),BOTTLE,1500,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
multi purpose grease,KILO,550,AG-095,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
multipurpose working suit,PIECE,1000,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
net 3 rolls,ROLL,5000,OTS-530,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
other supplies and materials expenses,LOT,25000,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
other supplies and materials expenses,LOT,20000,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
other supplies and materials expenses,LOT,10000,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
other supplues and materials expenses,LOT,10000,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
pin,UNIT,180,OTS-1126,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
plastic flower,UNIT,500,OTS-1124,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
plastic flower,BUNDLE,500,OTS-1007,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
polyethlyne bags  2000 pcs/ 8x16/,BAG,10,AG-551,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
raincoats,PIECE,770,OTS-251,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
roll pack;  XL,ROLL,265.74,TOS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
seed bed preparation,MD,598.95,LA-040,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
seed redrying; soaking; incubation & seed sowing,MD,598.95,LS-041,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
spray paint,BOTTLE,150,OTS-1020,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
stainless stell needle,SET,726,AG-223,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
steel tape; heavy duty (7.5METERS),UNIT,2125.87,CP-187,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
styro,UNIT,500,OTS-1122,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
styro,PIECE,500,OTS-1003,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
tekscrew,BOX,286,TOS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
tela (Cloth) Red (Silk),ROLL,3850,TS-713,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
tela (Cloth) Red (Silk),ROLL,3850,OTS-889,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
thumbtacks,BOX,389,OTS-1127,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
tie box,ROLL,115,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
uninterruptible power supply (UPS)Maximum configurable power in W: 550Watts/1.1kVAOutput Frequency (syn to main): 50/60 Hz +/-1 HzOutput Frequency (not synced): 50/60 Hz +/-1 Hz,PIECE,4400,28CA-354,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
uprooting of rice seedlings,MD,598.95,LS-047,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
yellow nylon pipe,ROLL,150,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
ziplock bag 34x45 (100pcs/pack),PACK,500,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
ziplock cellophane (6x14cm),PACK,176,LES-019,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Air Compressor 115PSI 2HP / 88 Liters,UNIT,33000,51OE-100,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Air Cooled Diesel Engine 10hp,UNIT,27500,AG-001-1,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Air Tight container or Dessicator (Geotechnical Engineering); 3kg cap; vacuum desiccator with flat flange; lid with threaded outlet type; porcelain desiccator plate; silicone sealing ring with bonded PTFE face; screw cap with pierced aperture; weight 3.09 kg; height 239mm with tube socket,UNIT,20176.09,LE,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Bench Grinder Set,UNIT,8052.55,04LE-70,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
DEWALT cordless impact wrench and grinder 68V brushless 2pcs lithium ion batteries,UNIT,4392.3,28CA,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Dremel 218PC Variable Speed Rotary Die Grinder Tool Set with Case Dremel Type MD180B,SET,2000,51OE,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Electric Motor Pump ( 1 hp; Automatic Pressure gauge and switch),UNIT,17715.61,PM-009,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
"Hand Trolley Steel Heavy Duty 180 kgs Capacity; 1-1/4"" diameter Double Handle8"" Solid Rubber Tire (ST0805); Nose Plate: 10""x 16"" Dimensions: 22""W x 18""D x 47""H",UNIT,11000,28CA,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Meat chopper machine,UNIT,3543.12,04LE-463,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Meter; Kilowatt-Hour 30A; 240Vac; Single Phase,PIECE,6200.47,EM-119,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
"Mini Chain Saw #20"" With spare chain; heavy duty",UNIT,27861.82,18GT-44,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Mini chain saw (heavy duty),UNIT,26307.69,18GT-45,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Portable Welding machine; 300amp,UNIT,8857.81,EM-144,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Pressure Pump Machine,UNIT,8857.81,PM-066,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Pressure Tank 80 gals,UNIT,17586.77,PM-068,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Pressure motor 2HP,UNIT,7972.03,PM-065,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Surface-Mount Device (SMD) Hot Air Rework Station7 setâ€¢ 1 x power unitâ€¢ 1 x hot air gunâ€¢ 1 x soldering ironâ€¢ 1 x stand for soldering ironâ€¢ 3 x nozzles (2.3/6.4/8.8 mm diameter)Adjustable airflow and temperatureWattage >=700WInput Voltage 220VSoldering Tip Temperature 480Â°CNumber of Outputs 2Purpose: For Engineering Electronics; Engineering Drafting and Design; and Microprocessor Laboratory; COPC,PIECE,36602.5,04LE,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Tire Vulcanizing Mahcine; 500w,UNIT,6917.96,AT-153,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Vacuum Pump: standard lab duty oil-free 220V,PIECE,47918.73,04LE,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
Water Pressure motor 1.5 Hp,UNIT,10629.37,PM-094,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
grass cutter (lawn mower),UNIT,13200,OTS,1040501000-Semi-Expendable Machinery - 00000-Semi-Expendable Machinery,104,13,5,
AIR PURIFIER,PIECE,2303.03,53MED-3,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Air Purifier,UNIT,8052.55,51OE-64,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Air-Conditioning Unit; Inverter Type; Window Type ; with free Delivery and Installation 1HP with 1 year warranty on Parts and Compressor; with  Free Magnetic Switch and Electrical Installation with Remote Control,UNIT,44000,20AC,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Airconditioning  Unit; 2 hp window type; Free electrical installation; free magnetic switch; 1 year warranty part and compressor.Free Electrical Installation; free magnetic switch; free one year warranty parts & compressor,UNIT,41726.85,20CA,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Airconditioning Unit 2HP; Window type; Free Electrical Installation and delivery; Free Magnetic Switch ; 1 year warranty part and compressure,UNIT,36602.5,20AC,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Airconditioning unit; 1 hp window type; Free electrical installation; free magnetic switch; 1 year warranty part and compressor,UNIT,22000,20AC1,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Large Capacity Air Humidifiers Double Nozzle Cool Mist with Aroma Diffuser with Coloful LED Light for Hospital/Clinic ( Power Type : USB; Type : Ultrasonic Humidifier; Application : 11-20?; Mist Outlet Quantity : Two; Mist Output (gallon / day) : 180-210ML/H; Humidity Control : Manual; Classification : Humidification;Timing Function : Yes; Use : USB; Certification : ce; Operation Method : Keyboard Type; Installation : USB; Model Number : Air Humidifier Aroma; Time to market : 2017; Shape : Classic Columnar; Type : Ultrasonic Air Humidifier; Feature : Color Lamp Humidificador; Style : Dual Nozzles Mist Spray Atomizer; Function : Quite Office Clinic/Hospital ; Humidifiers; Capacity : 3000ML Large Capacity Difusor de aroma; Feature2 : Lovely kitty mist maker fogger; Power supply mode : USB cable (no battery; not rechargeable),UNIT,8857.81,53MED-109,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Split Type Aircon,UNIT,39505.81,20AC,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Split Type Aircon,PIECE,35914.37,20AC-10,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Split-type aircon (2HP),PIECE,48315.3,20AC-11,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
WINDOW TYPE AIRCON,UNIT,16500,20CA,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Window type Aircon,SET,15000,20AC,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
Window type Aircon; 1hp,UNIT,27500,20CA,"1040502000-Semi-Expendable Office Equipment - 00001-Air Conditioners, Humidifiers, Etc.",105,14,5,
2 options: Hot & Cold                                  Child Safety Lock protector â€“ for hot water switch.Double Safety Device to prevent overheatingCompressor CoolingWhite or BlackWith mini cabinet,UNIT,17715.61,09WD-1,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Air Compressor; Motor Power: 1/2HP/0.37 KW; Cylinder: 63.7mm X 2; Speed: 1480rpm/ min; Tank: 24 L/ 6.3 Gal.; Pressure: 8 Bar/ 115 Psi; Capacity: 60 L/min (2.2 CFM); Weight: 22 Kg; Silent Type; Oilless; Oilless; Oil less; Oil Free,UNIT,14969.7,51OE-62,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Ceiling Fan,PIECE,2657.35,51OE,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Ceiling Fan;48' Metal Blade4-Speed Remote SwitchWith Thermal Fuse Protection,UNIT,2657.35,21EF-5,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Ceiling Fan;48'' Metal Blade4-Speed Remote SwitchWith Thermal Fuse Protection,UNIT,2750,51OE-246,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Ceiling fan,UNIT,3897.43,21EF-6,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
"Ceiling fan;ceiling Fan56"" (1400mm) Fan BladeMotor: 90 Watts3 Speed; Fan Speed: 350 RPMMetal Propeller Type BladesWith Thermal FuseWall Mounted Rotary Switch",UNIT,5000,21EF-7,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
"Desk fan; 16"" ; heavy duty",UNIT,2657.35,21EF-8,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
ELECTRIC FAN; ceiling mount; orbit type,unit,1222,40101604-EF-C01,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
ELECTRIC FAN; industrial; ground type,unit,1109.68,40101604-EF-G01,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
ELECTRIC FAN; stand type,UNIT,1560,40101604-EF-S01,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
ELECTRIC FAN; wall mount,unit,768.56,40101604-EF-W01,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Electric Fan ( Heavy Duty Stand Fan),UNIT,3900,51OE,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Electric fan (heavy Duty),UNIT,2750,21EF-33,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Electric stand fan,UNIT,4287.17,21EF-10,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Electric stand fan,UNIT,4287.17,TS,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Exhaust Fan ( Heavy Duty) in Metal Frame with Installation,LOT,8800,51OE,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Exhaust fan;Exhaust typePower: 29 W; Voltage: 220VWall mountingSingle speedAutomatic shutterAdvanced blade designAir volume: 546 m3/hInstallation size: 25 x 25 cm,UNIT,4428.91,21EF-11,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
"Fan Misting ; Mist Fan 16"""";auto timerWatts: 73.2 Liter Tank Can create mist up to 8 hours",UNIT,10629.37,21EF-12,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Industrial Fan,LOT,11000,21EF-16,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
"Industrial wall fans (20"")",PIECE,5500,21EF-9,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Orbit Fan,UNIT,2923.09,51OE,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Stand Fan-heavy duty,PIECE,3897.43,21EF-14,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Wall fan; Heavy Duty,UNIT,3897.43,21EF-15,1040502000-Semi-Expendable Office Equipment - 00002-Electric Fans,105,14,5,
Water Dispenser Hot and Cold heavy duty,UNIT,7700,09WD,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water Dispenser table top; LOW NOISE ENERGY SAVINGWITH HOT AND COLD WATER338X320X410MM220V60HzTABLE TOP ONLY,UNIT,7086.24,09WD-2,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water Dispenser with UVC (black),UNIT,20000,09WD,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water Dispenser; Heavy duty; Adjustable temperature controllerâ€¢ 304 Stainless steel pipe connectorâ€¢ 100% Copper magnetic windingâ€¢ 304 Stainless tankâ€¢ High Speed Cooling Systemâ€¢ Silent Type Compressorâ€¢ Heating Capacity: 90Â°C 5L/hâ€¢ Cooling Capacity: 10Â°C 2L/hâ€¢ Wattage (Hot): 500 Wâ€¢ Wattage (Cold): 100 Wâ€¢ Rated Current: 2.6Aâ€¢ Anti Shock: TYPE 1â€¢ Climatic Class: Tâ€¢ Refrigerant: R134a/28g,UNIT,14615.38,09WD-3,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water Dispensers Hot and Cold Heavy Duty,UNIT,13641.02,09WD-5,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water Dispensers; Hot and Cold; Heavy Duty,UNIT,13641.02,09WD-4,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water dispenser (Hot and cold),UNIT,17569.2,09WD,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water dispenser Hot and Cold,UNIT,11000,09WD,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water dispenser Hot and cold,UNIT,19326.12,09WD,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Water dispensers hot/cold heavy duty,UNIT,12400,OTS,1040502000-Semi-Expendable Office Equipment - 00004-Water Dispensers,105,14,5,
Freezer (Chest-type)4.8 cu.ft. Solid Top Chest Freezer Heavy Duty Quality Dual Function: Chiller or Freezer Fast Freezing Mode Energy Efficient Compressor Galvanized Interior With Key Lock Roller Feet With Wire Baskets,UNIT,15972,29KU-42,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Gross Capacity 100L (3.5 cu.ft.) LED Light Yes90L (3.2 cuft.) Crisper YesRef: 82L (2.9 cu.ft.) Cabinet Shelves Wire/3Fre: 3L (0.3 cu.ft.) Door Shelf PlasticCooling System Direct CoolRefrigerant R600aUnit Dimension (WHD) 449Ã—831Ã—470Box Dimension (WHD) 460Ã—865Ã—500Net Weight 21.5 kg/23.5 kg,UNIT,23352.4,23REF-5,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Mini Freezer4.8 cu.ft. Solid Top Chest FreezerHeavy Duty QualityDual Function: Chiller or FreezerFast Freezing ModeEnergy Efficient CompressorFront Temperature ControlGalvanized InteriorWith Key LockRoller Feet85 WattsWith Wire BasketsDimensions (h : w : d) 84.8 : 63.2 : 55.4 cm,UNIT,15400,51OE,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Mini Ref,UNIT,23352.4,23REF-6,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
REFRIGERATOR2 Door Non-Frost Smart Inverter Refrigerator â€¢ Volume Capacity: 7.2 cu.ft â€¢ Capacity: 205 liters (gross) / 187 liters (net) â€¢ Rating: 230v / 60hz â€¢ Dimension (W x H x D): 555 x 1400 x 620mm â€¢ Refrigerant: R600a â€¢ Net Weight: 40kg â€¢ Color: Dark Graphite,UNIT,25000,23REF,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
REFRIGERATOR. until 6.1 cu. ft; direct cool; inverter; single doorwith warranty,UNIT,15180,23REF-7,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Refrigerator5 cu.ft Two-Door Direct Cool; Dimension (h:w:d) - 116:48:53 cm,UNIT,15972,29KU-43,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Refrigerator 2 doorCapacity: 161L/ 5.68 cu. ft.,UNIT,12100,51OE-169,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Refrigerator; Single Door Refrigerator;Smart Inverter Single Door RefrigeratorSemi Auto Defrost;Dimensions 55.6 Ã— 52.5 Ã— 129 cm7.0 cu.ft. Single Door RefrigeratorSmart Inverter CompressorEver Cool; Dimensions 55.6 Ã— 52.5 Ã— 129 cm7.0 cu.ft. Single Door RefrigeratorSmart Inverter CompressorEver Cool; Moist Balance CrisperPlatinum SilverSemi Auto DefrostLarge Freezer; Tempered Glass ShelvesLow Voltage StabilityBigger Vegetable BoxMoist Balance CrisperPlatinum Silver; Semi Auto DefrostLarge Freezer; Tempered Glass ShelvesLow Voltage Stability; Bigger Vegetable Box,UNIT,31179.48,23REF-8,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Refrigerator;Double door; 7.4cu.ft;;Weight 45.5 kgDimensions 63.7 Ã— 55.5 Ã— 144.5 cm;Digital Inverter CompressorMultiflow Cooling SystemNo Frost System,UNIT,41897.42,23REF-10,1040502000-Semi-Expendable Office Equipment - 00005-Refrigerators and Freezers,105,14,5,
Air Pot,UNIT,8857.81,51OE-63,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Cash Count Machine,UNIT,10000,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Cash Register Machine with Thermal Receipt Printer and 100rolls white thermal paper with Installment upon delivery,UNIT,10500,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Coffee Maker,UNIT,2500,51OE-73,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Coffee boiler-15L stainless double wall insulator;15 Liter Water and Coffee Broiler1650 Watts220V/60Hz;15 Liter Water and Coffee Broiler â€¢ Double stainless steel insulation â€¢ Anti-drip dispenser â€¢ Coffee strainer â€¢ Warm and boil indicator light with thermostat â€¢ Tempered glass water gauge â€¢ Heat resistant handle â€¢ Holds up to 100 cups of coffee â€¢ Energy Saver â€¢ 1650 Watts â€¢ 220V/60Hz,UNIT,16105.1,51OE-76,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Coffee percolator w/ cups; electric heavy duty,UNIT,3365.97,TS-024,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
DEVELOP INEO+35 Transfer Roller,UNIT,8857.81,CI-075,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
DEVELOP INEO+35 Transfer Unit,UNIT,15944.05,CI-076,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Digital Weighing Scale;Digital Weighing Scale Meat Food 2g to 40kg,UNIT,5314.68,04LE-177,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
EPSON WF-C17590 ROLLER KIT; ADF;ASP,UNIT,7320.5,CI-149,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
EPSON WF-C17590 ROLLER KIT; ASF;B; ASP,UNIT,7320.5,CI-151,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Epson WF-C17590 ROLLER KIT; ADF;ASP,PIECE,10468.32,CI-150,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Epson WF-C17590 ROLLER KIT; ASF;B;ASP,PIECE,10468.32,CI-152,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Floor Polisher all purpose;Optimal life maintenance of real wood floor waxing machine car polishing locomotive carrying home a whole multi-function electric mop;Color classification: a package two package three packageLine length: 6 m belowNoise: 50 to 60 dbRated power: 30 wRated voltage: 220 v,UNIT,26573.42,51OE-113,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Front Hydraulic Program Controlled Paper Cutter HP CABLE WIRE,UNIT,2750,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Front Hydraulic Program Controlled Paper Cutter HP CUTTER BLADE,UNIT,26400,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Front Hydraulic Program Controlled Paper Cutter HP CUTTING STICK,UNIT,1650,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Front Hydraulic Program Controlled Paper Cutter HP DRIVE BELT,UNIT,3300,51OE,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Grinder,UNIT,50000,04LE-342,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Handheld  Vacuum Cleaner; Specifications:Rated Power Rating: 120WSuction force: 8500paDust Collecting Cup: 700mlOperating Voltage: 7.4VVoltage of Charge: 8.4VCurrent of Charge: 0.5A-1ABattery Capacity: 2000mAhCharging Time: about 3.5hPacking List:1 * Vacuum Cleaner1 * Floor Brush1 * Pipe brush1 *2 in 1 Flat Straw Brush2 * Connection Pipes1 * USB Charging cable,UNIT,4950,28CA,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
Heater,UNIT,4428.91,51OE-122,1040502000-Semi-Expendable Office Equipment - 00099-Others,105,14,5,
