particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Architectural Digest; 12 issues,SUBS,7800.00,11BK-465,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
BloomBerg BusinessWeek,Subscription,9955.88,11BK-299,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
C! Magazine; 12 issues,SUBS,6200.00,11BK-453,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
CTE Research Journal,LOT,146410.00,OTS-052,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Courseware (Learning Modules),LOT,1464100.00,28SS-16,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Cultural Center of the Philippines Encyclopedia of Philippine Art Digital Edition,Subscription,18842.97,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
E- Journal,LOT,5500.00,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
E-Journal Gale Nursing & Health Proposal,SUBSCRIPTION,172900.00,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
E-Log Maintenance,UNIT,5000.00,51OE,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
E-journal Gale Nursing & Health Proposal,SUBSCRIPTION,172920.00,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Educational or reference software,license,1.00,43232505-SFT-008,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Electronic Educational Resources,LOT,801842.33,28SS-20,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Electronic Resources,LOT,5500.00,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Electronic Resources renewal-Library,LOT,150000.00,28SS-100,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Electronic resources,LOT,884008.94,28SS-28,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Elementay School Journal,SUBSCRIPTION,9982.50,,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Farm Journal,Subscription,7686.53,11BK-300,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Farm Journal,SUBSCRIPTION,6600.00,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
GALE ACADEMIC COMPLETE RENEWAL SUBSCRIPTION.                                                                                                   Gale Reference Complete (GRC) provides subscription access to the LARGEST package of primary and secondary sources available to libraries today. It offers high quality; authoritative; and unique content at an affordable price to suit the needs of the academic library budget. GRC enables users to access millions of pages of primary sources; e-reference; and periodical content on Gale’s superior platforms designed to streamline the student and researcher workflow In numbers; Gale Reference Complete contains:• 6 Databases• Over 33;000 periodicals including 4;595 titles from the JCR Impact Factor Science list• Over 2;075 eBook editions (4;000 volumes) including award-winning encyclopedias anddirectories• Over 13 million pages of primary historical sources from the 13th to the 21st centuries• Over 1.5 million items of literary criticism and full-text literary works.                                                                                      TERMSProducts : Gale Reference Complete PackagePrice : PhP 503; 976.00Payment Terms : 30 DaysTrial Access : 30 Days Upon RequestAccess : Unlimited Simultaneous Access (With Remote Access)Security : Subscription License Agreement: Subscriber’s CertificateSupport ProgramsProduct Training : Library Personnel; Faculty; and other personnel and Students1 Free Zoom License (300 Participants; 50 Breakout Rooms)*Zoom license until May 31; 2024,LOT,554373.60,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
GALE REFERENCE COMPLETE (RENEWAL),LOT,440000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
GSP_ Modern Teacher (June 2024-March 2025) Freq. 10,SUBSCRIPTION,1760.00,28SS-222,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
GSP_ The Professional Teacher; Freq.2,SUBSCRIPTION,2090.00,28SS-223,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Getaway service plan software renewal,SUBSCRIPTION,26000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
H&L (Health & Lifestyle) ; 11 issues,SUBS,4800.00,11BK-454,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Health and Home Subscription for 1 year,COPIES,3897.43,53MED-78,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Information Systems; 8 issues,SUBS,31560.00,11BK-460,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Interior Design; 15 issues,SUBS,11250.00,11BK-466,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
International Journal of Applied Research on Smart Surveillance Technologies and Society (IGI),Subscription,58856.82,11BK-401,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
International Journal of Information Technology Research (IGI); 4 issues,SUBS,37800.00,11BK-461,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
International Journal of Innovative Teaching and Learning in Higher Education(IGI)/ 4 issues per year,Copy,48959.50,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
International Journal of Police Science & Management,SUBSCRIPTION,41820.00,11K,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Journal of Criminal Justice,SUBSCRIPTION,4000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Journal of Engineering Technology (ASEE); 2 issues,SUBS,9540.00,11BK-468,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Journal of General Education; Freq. 4,Subscription,2480.18,11BK-216,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Journal of Higher Education; 7 issues/year,COPY,30116.54,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Journal of Publics Affairs Education(T&F)/ 4 issues per year,COPY,26412.36,11BK-E,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Kahusayan: An interdisciplinary Journal on Education Research,SUBSCRIPTION,3500.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
National Geographic; 12 issues,SUBS,6600.00,11BK-455,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Phil. Engineering Journal (latest June 2022); 2 issues,SUBS,6200.00,11BK-471,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Phil. Information Technology Journal; 1 issue,SUBS,2000.00,11BK-470,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Philippine Journal of Linguistics (latest)/ 1 issue per year,Subscription,1756.92,11BK-445,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Popular Mechanics; 10 issues,SUBS,6500.00,11BK-456,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Psychology Today; 6 issues,SUBS,6100.00,11BK-457,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Reader's Digest,COPY,1752.30,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Reader's Digest (Asia); 12 issues,SUBS,3000.00,11BK-458,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Reader's digest,SUBSCRIPTION,1593.00,,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of PE&J,SUBSCRIPTION,41000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of PE&J,SUBSCRIPTION,40000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of PE&J,COPY,30000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of PE&J,COPY,25000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of ProQuest,SUBSCRIPTION,44000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of ProQuest,SUBSCRIPTION,44000.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of SPSS,SUBSCRIPTION,195000.00,,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Renewal of grammarly,SUBSCRIPTION,200000.00,,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Strategy & Business; Freq. 4,Subscription,8632.34,11BK-215,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Strategy and Business*,Subscription,8784.60,11BK-302,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
System Development for Research Journal (Subscription),LOT,73205.00,28SS,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Technology Review (MIT); 6 issues,SUBS,10140.00,11BK-469,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Time Magazine; 48 issues,SUBS,12000.00,11BK-459,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Total PC Gaming; 12 issues,SUBS,11000.00,11BK-462,5029907000-Subscription Expenses - 04000-Library and Other Reading Materials Subscription,175,57,40,
Subcription for zoom/animaker/canva/,SUBSCRIPTION,20000.00,28SS,5029907000-Subscription Expenses - 99000-Other Subscriptions,175,57,40,
Subscription of zoom/ Adobe Premiere Pro and other Software,SUBSCRIPTION,80000.00,28SS,5029907000-Subscription Expenses - 99000-Other Subscriptions,175,57,40,
Web Hosting Subscription,SUBSCRIPTION,300000.00,28SS,5029907000-Subscription Expenses - 99000-Other Subscriptions,175,57,40,
Cell cards (TM); 300 worth of Load,CARD,346.50,OTS-035,5029999000-Other Maintenance and Operating Expenses - 05000-Communication Expenses,171,58,38,
Cell cards (TNT); 300 worth of Load,CARD,346.50,OTS-036,5029999000-Other Maintenance and Operating Expenses - 05000-Communication Expenses,171,58,38,
Globe Card  (300/card),PIECE,330.00,CP-523,5029999000-Other Maintenance and Operating Expenses - 05000-Communication Expenses,171,58,38,
Rocket Sim (Unlimited Internet) 12 pcs,PIECE,1332.33,RM-0811,5029999000-Other Maintenance and Operating Expenses - 05000-Communication Expenses,171,58,38,
Smart Card (300/card),PIECE,330.00,OTS,5029999000-Other Maintenance and Operating Expenses - 05000-Communication Expenses,171,58,38,
