particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Ink; cart; HP CN693A; tricolor,CART,742.4,CI-210,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Ink; for DX3443 CPI7,BOX,11692.31,CI-211,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Ink;for stamp pad,BOTTLE,31.2,DBM-12171703-SI-P01,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Kyocera Bizhub C220 toner; A11G131; black,CART,7794.86,CI-216,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Kyocera Bizhub C220 toner; A11G231; yellow,CART,7794.86,CI-217,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Kyocera Bizhub C220 toner; A11G331; magenta,CART,7794.86,CI-218,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Kyocera Bizhub C220 toner; A11G431; cyan,CART,7794.86,CI-219,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Kyocera ECOSYS MP3145dn; black Toner cartridge,CART,4871.8,CI-220,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Kyocera MK-3260; maintanace kit,CART,6820.52,CI-221,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
LEXMARK Black Cartridge High Corp (15;000 copies @ 5% COVERAGE A4),BOTTLE,17600,CI-381,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
LIPAD CTE: Printer Ink,UNIT,10115,OS-802,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Lexmark Black Cartridge High Corp (15;00 copies @ 5 % cobverage A4 size),CART,24801.85,CI-222,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
MAGICOLOR 1690 MF Toner Black,CART,6820.52,CI-224,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
MAGICOLOR 1690 MF Toner Cyan,CART,12666.67,CI-225,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
MAGICOLOR 1690 MF Toner Magenta,CART,12666.67,CI-226,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
MAGICOLOR 1690 MF Toner Yellow,CART,12666.67,CI-227,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Master Rolls for 134 GP-2688,ROLL,3125,28CA-2,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
OPC Drum for Brother DCP-L2540DW,PIECE,5846.15,CI-236,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
PERMANENT MARKER REFILL INK (black),BOTTLE,132,OS-842,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
PRIDE: Printer Ink,UNIT,14973.15,OS-801,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
PVC ID Making Machine Inks,BOTTLE,88578.05,CI-250,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Ink  WF C878R (Black),PACK,6600,CI-449,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Ink  WF C878R (Cyan),PACK,10912,CI-450,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Ink  WF C878R (Magenta),PACK,10912,CI-451,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Ink  WF C878R (Yellow),PACK,10912,CI-452,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner SPECS: Konica Minolta Bizhub 250 Brand,TONER,3507.69,CI-239,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner for Develop,BOTTLE,6820.52,CI-238,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner for Develop,TUBE,4658,OST,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner for EPSON WF C878R (Black),TONER,6600,CI-509,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner for EPSON WF C878R (Cyan),TONER,10912,CI-510,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner for EPSON WF C878R (Magenta),TONER,10912,CI-511,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier Toner for EPSON WF C878R (Yellow),TONER,10912,CI-512,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier toner specs: Original/Genuine Lexmark Black Cartridge High Crop (15;000 copies at 5% coverage A4 size),TONER,15972,CI-334,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Photocopier toner/ink and accesories,SET,55000,CI-393,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Pigment Ink 100ml; black,BOTTLE,385,CI-355,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Pigment Ink 100ml; cyan,BOTTLE,385,CI-352,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Pigment Ink 100ml; magenta,BOTTLE,385,CI-354,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Pigment Ink 100ml; yellow,BOTTLE,385,CI-353,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Pigments Ink 100ml Black Yellow Magenta Cyan,BOTTLE,180,28CA,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink,UNIT,16200,OS-1009,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink,UNIT,6069,OS-1011,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink (Cyan),PIECE,120,OS-858,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink BT 5000 Cyan,BOTTLE,451,CI-454,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink BT 5000 Magenta,BOTTLE,451,CI-453,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink BT 5000 Yellow,BOTTLE,451,CI-455,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink D60 Black,BOTTLE,451,CI-456,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink for MFC-J2330TW; brother black; cyan; magenta; yellow cartridge in,SET,8857.81,CI-244,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink(Black),PIECE,132,OS-856,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink(Magenta),PIECE,132,OS-859,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink(Yellow),PIECE,132,OS-857,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink;  Genuine  100ml Black,BOTTLE,740.52,CI-245,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink;  Genuine  100ml Cyan,BOTTLE,740.52,CI-246,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink;  Genuine  100ml Magenta,BOTTLE,740.52,CI-247,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink;  Genuine  100ml Yellow,BOTTLE,740.52,CI-248,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer Ink; LBP 2900 canon,TUBE,6235.89,CI-249,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer cartridge set (LC535XL); cyan,CART,1169.23,CI-240,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer cartridge set (LC535XL); magenta,CART,1169.23,CI-241,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer cartridge set (LC535XL); yellow,CART,1169.23,CI-242,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Printer cartridge set (LC539XL); black,CART,1266.67,CI-243,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RIBBON CARTRIDGE; EPSON C13S015516 (#8750); Black,cart,77.43,44103112-EP-R05,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RIBBON CARTRIDGE; EPSON C13S015531 (S015086),cart,818.48,44103112-EP-R07,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RIBBON CARTRIDGE; EPSON C13S015632; Black,cart,77.94,44103112-EP-R13,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RISO COMCOLOR GD7330 INK CARTRIDGE BLACK,CART,21229.45,CI-252,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RISO COMCOLOR GD7330 INK CARTRIDGE CYAN,CART,27500,CI-256,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RISO COMCOLOR GD7330 INK CARTRIDGE GRAY,CART,27500,CI-259,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RISO COMCOLOR GD7330 INK CARTRIDGE MAGENTA,PIECE,37334.55,CI-262,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RISO COMCOLOR GD7330 INK CARTRIDGE YELLOW,CART,27500,CI-264,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
RISO COMCOLOR GD7330 INK CATRIDGE MAGENTA,CART,27500,CI-268,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Refill Ink for Marker; WHITEBOARD; 30ML,BOTTLE,110,OS-233,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Refill Ribbon; for Epson FX2175,CART,40.74,CI-251,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Ink Cartridge Black,PIECE,21229.45,CI-254,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Ink Cartridge Cyan,PIECE,36602.5,CI-258,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Ink Cartridge Gray,PIECE,36602.5,CI-261,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Ink Cartridge Yellow,PIECE,36602.5,CI-266,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Pick-Up Roller-021-14301-208,BOX,1203,CI-371,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Pressure Regulator Valve-060-75410--008,BOX,3340,CI-368,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Roller;PickUp;Internal-050-65427-003,UNIT,640,CI-372,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Solenoid_SR3-451-20008-300,BOX,1629,CI-369,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Comcolor GD7330 Stripper Pad;U-019-11834-100,BOX,629,CI-370,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso HD Ink f type black,PIECE,1859,CI-505,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso Master F type (250 cuts),PIECE,3190,CI-506,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso comcolor GD7330 Ink Cartridge Black-,CART,15950,CI-255,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso comcolor GD7330 Ink Cartridge Cyan,PIECE,41068,CI-257,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso comcolor GD7330 Ink Cartridge Gray,PIECE,41068,CI-260,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso comcolor GD7330 Ink Cartridge Magenta,PIECE,41068,CI-263,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Riso comcolor GD7330 Ink Cartridge Yellow,PIECE,41068,CI-265,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Risograph Ink,TUBE,2125.87,CI-269,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Rizo Ink; KZ Type,TUBE,6200.47,CI-271,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Rizo Master; S-1369,TUBE,7086.24,CI-272,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TK-6113 PHOTOCOPIER CARTRIAGE,BOX,14172.49,CI-274,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328 C,PIECE,26573.42,CI-275,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328 K,PIECE,14897.22,CI-276,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328 M,PIECE,26573.42,CI-277,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328 TONER CARTRIDGE Y,CART,24157.65,CI-278,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328 Y,PIECE,26573.42,CI-279,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328C TONER CARTRIDGE C,CART,25300,CI-280,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328C Toner Cartridge C,BOTTLE,26573.42,CI-281,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328K TONER CARTRIDGE K,CART,13908.95,CI-285,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328K Toner Cartridge K,CART,9680,CI-284,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328M TONER CARTRIDGE M,CART,25300,CI-286,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328M Toner Cartridge M,BOTTLE,26573.42,CI-287,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328Y TONER CARTRIDGE Y,CART,25300,CI-290,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TN328Y Toner Cartridge Y,BOTTLE,26573.42,CI-289,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TNP 79K(Black),CART,23030.29,CI-291,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TNP 79K(Cyan),CART,23030.29,CI-292,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TNP 79K(Nagenta),CART,23030.29,CI-293,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TNP 79K(Yellow),CART,23030.29,CI-294,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER BLACK,UNIT,22386.09,CI-299,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER DR-451CL; High Yield 3000,cart,6760,44103109-BR-D06,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-2025; Black,cart,2685.28,44103103-BR-B03,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-2130; Black,cart,1892.8,44103103-BR-B04,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-2150; Black,cart,2685.28,44103103-BR-B05,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-3320; Black,cart,3567.2,44103103-BR-B09,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-3350; Black,cart,5002.4,44103103-BR-B11,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-3478; Black,cart,5575.44,44103103-BR-B15,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-456 Black; High Yield,cart,4564.56,44103103-BR-B16,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-456 Cyan; High Yield,cart,7716.8,44103103-BR-C03,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-456 Magenta; High Yield,cart,7716.8,44103103-BR-M03,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; BROTHER TN-456 Yellow; High Yield,cart,7716.8,44103103-BR-Y03,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; CANON CRG-324 II,cart,13399.36,44103103-CA-B00,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CB435A; Black,cart,3099.2,44103103-HP-B12,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CB540A; Black,cart,3603.6,44103103-HP-B14,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE255A; Black,cart,6942,44103103-HP-B18,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE278A; Black,cart,3741.92,44103103-HP-B21,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE285A (HP85A); Black,cart,3242.72,44103103-HP-B22,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE310A; Black,cart,2350.4,44103103-HP-B23,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE311A; Cyan,cart,2610.4,44103103-HP-C23,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE312A; Yellow,cart,2610.4,44103103-HP-Y23,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE313A; Magenta,cart,2610.4,44103103-HP-M23,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE320A; Black,cart,3192.8,44103103-HP-B24,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE321A; Cyan,cart,3083.6,44103103-HP-C24,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE322A; Yellow,cart,3083.6,44103103-HP-Y24,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE323A; Magenta,cart,3083.6,44103103-HP-M24,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE390A; Black,cart,7872.8,44103103-HP-B25,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE400A; Black,cart,6786,44103103-HP-B26,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE401A; Cyan,cart,10103.6,44103103-HP-C26,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE402A; Yellow,cart,10193.04,44103103-HP-Y26,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE403A; Magenta,cart,10103.6,44103103-HP-M26,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE410A; (HP305); Black,cart,3837.6,44103103-HP-B27,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE411A; (HP305); Cyan,cart,6011.2,44103103-HP-C27,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE412A; (HP305); Yellow,cart,5460,44103103-HP-Y27,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE413A; (HP305); Magenta,cart,6011.2,44103103-HP-M27,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE505A; Black,cart,4050.8,44103103-HP-B28,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CE505X; Black; high cap,cart,7332,44103103-HX-B28,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF217A (HP17A); Black LaserJet,cart,2878.72,44103103-HP-B52,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF226A (HP26A); Black LaserJet,cart,5246.8,44103103-HP-B53,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF280A; LaserJet Pro M401/M425,cart,4690.4,44103103-HP-B55,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF280XC,cart,8359.52,44103103-HP-B51,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF281A (HP81A); Black LaserJet,cart,7800,44103103-HP-B56,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF283A (HP83A); LaserJet Black,cart,3034.72,44103103-HP-B57,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF283XC (HP83X); Black Contract L,cart,3796,44103103-HX-B51,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF287A (HP87); Black,cart,9828,44103103-HP-B58,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF325XC (HP25X); Black LaserJet,cart,13728,44103103-HX-B52,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF350A; Black Laserjet,cart,2574,44103103-HP-B60,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF351A; Cyan Laserjet,cart,2652,44103103-HP-C60,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF352A; Yellow Laserjet,cart,2652,44103103-HP-Y60,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF353A; Magenta Laserjet,cart,2652,44103103-HP-M60,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF360A (HP508A); Black LaserJet,cart,7030.4,44103103-HP-B61,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF361A (HP508A); Cyan LaserJet,cart,8814,44103103-HP-C61,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF362A (HP508A); Yellow LaserJet,cart,8814,44103103-HP-Y61,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF363A (HP508A); Magenta LaserJet,cart,8814,44103103-HP-M61,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF400A (HP201A); Black LaserJet,cart,3099.2,44103103-HP-B62,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF401A (HP201A); Cyan LaserJet,cart,3660.8,44103103-HP-C62,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF402A (HP201A); Yellow LaserJet,cart,3660.8,44103103-HP-Y62,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF403A (HP201A); Magenta LaserJet,cart,3660.8,44103103-HP-M62,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF410A (HP410A); Black,cart,3900,44103103-HP-B63,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF410XC (HP410XC); Black,cart,6848.4,44103103-HX-B54,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF411A (HP410A); Cyan,cart,5038.8,44103103-HP-C63,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF411XC (HP410XC); Cyan,cart,8522,44103103-HX-C54,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF412A (HP410A); Yellow,cart,5038.8,44103103-HP-Y63,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF412XC (HP410XC); Yellow,cart,8522.8,44103103-HX-Y54,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF413A (HP410A); Magenta,cart,5038.8,44103103-HP-M63,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP CF413XC (HP410XC); Magenta,cart,8522.8,44103103-HX-M54,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP Q2612A; Black,cart,3744,44103103-HP-B34,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; HP Q7553A; Black,cart,4680,44103103-HP-B48,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG ML-D2850B; Black,cart,5116.8,44103103-SA-B03,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D101S; Black,cart,3484,44103103-SA-B06,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D103S; Black,cart,2689.44,44103103-SA-B07,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D104S; Black,cart,2454.4,44103103-SA-B08,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D105L; Black,cart,3380,44103103-SA-B09,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D108S; Black,cart,3289.52,44103103-SA-B14,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D203E; Black,cart,8304.4,44103103-SA-B21,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D203L; Black,cart,3956.16,44103103-SA-B18,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D203U; Black,cart,6442.8,44103103-SA-B20,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D205E; Black,cart,7321.14,44103103-SA-B12,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG MLT-D205L; Black,cart,4533.36,44103103-SA-B05,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CARTRIDGE; SAMSUNG SCX-D6555A; Black,cart,4066.4,44103103-SA-B10,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER CYAN,UNIT,20775.58,CI-301,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER MAGENTA,UNIT,20775.58,CI-303,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
TONER YELLOW,UNIT,20775.58,CI-314,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Tarpaulin ES Solution Techno 1liter,LITER,880,CI-377,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Tarpaulin Ink ES-Black Techno 1liter,LITER,1650,CI-373,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Tarpaulin Ink ES-Cyan Techno 1liter,LITER,1650,CI-374,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Tarpaulin Ink ES-Magenta Techno 1liter -,LITER,1650,CI-375,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Tarpaulin Ink ES-Yellow Techno 1liter,LITER,1650,CI-376,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner,PIECE,6588.45,CI-396,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner (INEO 226) Red,TUBE,6200.47,CI-295,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner (MP2501L) 842012,BOTTLE,4364.48,CI-296,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner (OPTX-XP375X),UNIT,8000,CI-395,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner 1690 MF,UNIT,5314.68,CI-297,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner 22y,TONER,4428.91,CI-298,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
Toner Black;CMYK (Photocopier New),BOTTLE,25000,CI-340,1040401000-Office Supplies Inventory - 00010-Inks,92,2,4,
